Year,Surgery,# of Cases
2015,Lung,4
2015,Rectum,1
2015,Stomach,2
2013,Colon,1
2013,Rectum,1
2017,Stomach,4
2017,Rectum,6
2017,Prostate,1
2017,Lung,7
2017,Liver,2
2017,Colon,13
2017,Breast,62
2021,Brain,5
2021,Colon,13
2021,Lung,1
2021,Pancreas,1
2021,Rectum,8
2021,Stomach,5
2020,Colon,16
2020,Rectum,6
2020,Prostate,10
2020,Brain,5
2020,Breast,99
2020,Lung,19
2021,Breast,126
2018,Bladder,2
2016,Stomach,2
2016,Rectum,13
2016,Prostate,12
2016,Lung,8
2016,Colon,26
2016,Breast,84
2016,Brain,10
2016,Bladder,1
2019,Brain,7
2019,Colon,9
2019,Liver,1
2019,Prostate,6
2019,Rectum,6
2018,Breast,83
2014,Brain,10
2014,Breast,83
2014,Colon,20
2014,Lung,17
2014,Prostate,1
2014,Rectum,6
2014,Stomach,2
2018,Brain,18
2018,Colon,18
2018,Liver,1
2018,Lung,7
2018,Pancreas,1
2018,Prostate,3
2018,Rectum,7
2018,Stomach,1
2019,Lung,12
2019,Esophagus,1
2015,Brain,3
2015,Breast,52
2015,Colon,28
2015,Liver,1
2015,Lung,17
2015,Prostate,7
2015,Rectum,7
2013,Brain,3
2013,Breast,66
2013,Colon,22
2013,Liver,1
2013,Lung,7
2013,Rectum,7
2013,Stomach,2
2017,Stomach,1
2017,Rectum,5
2017,Prostate,5
2017,Lung,3
2017,Colon,36
2017,Breast,78
2017,Brain,8
2019,Breast,84
2021,Brain,11
2021,Colon,14
2021,Liver,1
2021,Lung,24
2021,Prostate,7
2021,Rectum,6
2021,Stomach,1
2020,Liver,19
2020,Brain,70
2020,Pancreas,21
2020,Rectum,5
2020,Breast,236
2020,Colon,38
2020,Esophagus,1
2020,Stomach,20
2018,Colon,62
2016,Stomach,11
2016,Rectum,17
2016,Pancreas,11
2016,Lung,1
2016,Liver,24
2016,Colon,56
2016,Breast,260
2016,Brain,72
2019,Brain,86
2019,Colon,61
2019,Liver,28
2019,Lung,1
2019,Rectum,9
2019,Stomach,13
2014,Bladder,6
2014,Brain,67
2014,Breast,180
2014,Colon,51
2014,Liver,10
2014,Lung,20
2014,Pancreas,5
2014,Rectum,8
2014,Stomach,7
2021,Breast,356
2018,Brain,71
2018,Breast,227
2018,Liver,33
2018,Pancreas,19
2018,Prostate,1
2018,Rectum,25
2018,Stomach,9
2015,Bladder,2
2015,Brain,46
2015,Breast,164
2015,Colon,43
2015,Liver,14
2015,Pancreas,12
2015,Rectum,8
2015,Stomach,7
2013,Bladder,1
2013,Brain,86
2013,Breast,209
2013,Colon,44
2013,Esophagus,2
2013,Liver,9
2013,Lung,17
2013,Pancreas,15
2013,Prostate,3
2013,Rectum,8
2013,Stomach,7
2019,Breast,296
2019,Pancreas,25
2019,Bladder,1
2017,Stomach,17
2017,Rectum,17
2017,Pancreas,26
2017,Liver,29
2017,Colon,57
2017,Breast,249
2017,Brain,72
2017,Bladder,1
2021,Brain,67
2021,Colon,42
2021,Esophagus,3
2021,Liver,15
2021,Pancreas,24
2021,Rectum,6
2021,Stomach,13
2020,Breast,57
2020,Colon,36
2020,Liver,3
2020,Prostate,3
2020,Stomach,4
2020,Pancreas,1
2020,Rectum,22
2016,Stomach,4
2016,Rectum,29
2016,Prostate,5
2016,Pancreas,6
2016,Liver,3
2016,Colon,56
2016,Breast,120
2016,Brain,11
2020,Brain,15
2019,Brain,16
2019,Colon,37
2019,Prostate,2
2019,Rectum,25
2019,Stomach,1
2014,Bladder,2
2014,Brain,20
2014,Breast,148
2014,Colon,42
2014,Liver,1
2014,Lung,2
2014,Prostate,5
2014,Rectum,15
2014,Stomach,5
2021,Colon,59
2018,Brain,30
2018,Breast,65
2018,Colon,37
2018,Rectum,20
2018,Liver,1
2018,Pancreas,3
2018,Prostate,1
2018,Stomach,3
2015,Brain,9
2015,Breast,101
2015,Colon,35
2015,Pancreas,1
2015,Prostate,3
2015,Rectum,18
2015,Stomach,2
2013,Bladder,3
2013,Brain,9
2013,Breast,168
2013,Colon,40
2013,Pancreas,1
2013,Prostate,23
2013,Rectum,20
2013,Stomach,4
2017,Stomach,4
2017,Rectum,30
2017,Prostate,2
2017,Pancreas,1
2017,Liver,1
2017,Colon,51
2017,Breast,71
2017,Brain,10
2019,Pancreas,1
2019,Breast,77
2021,Brain,7
2021,Breast,57
2021,Esophagus,2
2021,Liver,13
2021,Pancreas,14
2021,Prostate,1
2021,Rectum,29
2021,Stomach,6
2021,Liver,1
2021,Brain,29
2019,Colon,39
2020,Breast,101
2020,Esophagus,9
2020,Pancreas,1
2020,Rectum,16
2016,Stomach,1
2016,Rectum,19
2016,Prostate,46
2016,Lung,49
2016,Esophagus,8
2016,Colon,40
2016,Breast,86
2016,Brain,24
2016,Bladder,2
2020,Stomach,2
2020,Colon,29
2020,Prostate,8
2020,Lung,33
2020,Liver,4
2020,Bladder,5
2019,Rectum,29
2019,Brain,39
2019,Breast,108
2019,Esophagus,5
2019,Liver,3
2019,Lung,49
2019,Pancreas,1
2019,Prostate,11
2019,Stomach,6
2018,Pancreas,1
2014,Brain,31
2014,Breast,68
2014,Colon,29
2014,Esophagus,2
2014,Liver,1
2014,Lung,31
2014,Prostate,51
2014,Rectum,6
2014,Stomach,5
2014,Pancreas,1
2018,Prostate,19
2018,Esophagus,4
2018,Lung,29
2018,Colon,42
2018,Rectum,19
2018,Bladder,1
2018,Liver,1
2018,Stomach,3
2018,Brain,11
2018,Breast,110
2015,Bladder,1
2015,Brain,11
2015,Breast,56
2015,Colon,25
2015,Esophagus,1
2015,Lung,33
2015,Prostate,28
2015,Rectum,9
2013,Bladder,2
2013,Brain,18
2013,Breast,99
2013,Colon,38
2013,Esophagus,3
2013,Liver,1
2013,Prostate,72
2013,Rectum,11
2013,Stomach,3
2013,Lung,54
2020,Brain,30
2017,Rectum,33
2017,Prostate,53
2017,Pancreas,1
2017,Lung,50
2017,Liver,2
2017,Esophagus,6
2017,Colon,41
2017,Breast,108
2017,Brain,30
2021,Bladder,3
2021,Breast,152
2021,Colon,36
2021,Esophagus,7
2021,Lung,30
2021,Pancreas,3
2021,Rectum,15
2021,Stomach,3
2021,Prostate,13
2020,Colon,10
2020,Pancreas,2
2020,Stomach,3
2019,Colon,10
2016,Rectum,8
2016,Prostate,1
2016,Pancreas,1
2016,Liver,2
2016,Colon,23
2016,Breast,80
2020,Rectum,2
2019,Stomach,5
2019,Prostate,1
2019,Rectum,8
2019,Liver,1
2019,Breast,110
2014,Breast,126
2014,Colon,18
2014,Pancreas,1
2014,Rectum,4
2014,Stomach,2
2020,Liver,2
2020,Breast,102
2020,Bladder,1
2018,Rectum,7
2018,Breast,104
2018,Colon,22
2018,Stomach,5
2015,Breast,69
2015,Colon,14
2015,Rectum,2
2015,Stomach,4
2013,Stomach,3
2013,Breast,151
2013,Colon,19
2013,Pancreas,2
2013,Rectum,4
2017,Stomach,3
2017,Rectum,4
2017,Pancreas,1
2017,Colon,12
2017,Breast,102
2017,Bladder,1
2020,Prostate,9
2021,Bladder,1
2021,Breast,123
2021,Colon,11
2021,Pancreas,1
2021,Prostate,7
2021,Rectum,7
2021,Stomach,2
2021,Lung,72
2021,Brain,104
2020,Colon,38
2020,Brain,110
2020,Breast,248
2020,Esophagus,14
2020,Rectum,32
2019,Prostate,10
2016,Stomach,11
2016,Rectum,27
2016,Prostate,57
2016,Pancreas,20
2016,Lung,63
2016,Liver,16
2016,Esophagus,15
2016,Colon,48
2016,Breast,222
2016,Brain,46
2016,Bladder,33
2019,Colon,43
2019,Liver,17
2019,Bladder,41
2019,Lung,56
2019,Stomach,5
2019,Esophagus,12
2019,Breast,203
2019,Rectum,35
2019,Pancreas,27
2019,Brain,72
2014,Stomach,8
2014,Lung,50
2014,Bladder,28
2014,Brain,45
2014,Breast,202
2014,Colon,23
2014,Esophagus,15
2014,Liver,15
2014,Pancreas,22
2014,Prostate,75
2014,Rectum,16
2020,Prostate,15
2020,Stomach,11
2018,Brain,52
2018,Esophagus,10
2018,Colon,52
2018,Bladder,53
2018,Rectum,41
2018,Liver,18
2018,Pancreas,28
2018,Stomach,7
2018,Lung,81
2018,Breast,222
2018,Prostate,24
2020,Bladder,50
2020,Lung,57
2020,Liver,22
2015,Stomach,7
2015,Lung,47
2015,Bladder,24
2015,Brain,34
2015,Breast,162
2015,Colon,31
2015,Esophagus,12
2015,Liver,5
2015,Pancreas,14
2015,Prostate,31
2015,Rectum,8
2013,Liver,16
2013,Bladder,27
2013,Brain,37
2013,Breast,222
2013,Colon,27
2013,Esophagus,12
2013,Lung,63
2013,Pancreas,20
2013,Prostate,85
2013,Rectum,16
2013,Stomach,6
2020,Pancreas,27
2017,Stomach,3
2017,Rectum,31
2017,Prostate,62
2017,Pancreas,27
2017,Lung,54
2017,Liver,16
2017,Esophagus,7
2017,Colon,37
2017,Breast,205
2017,Brain,59
2017,Bladder,37
2021,Pancreas,18
2021,Colon,52
2021,Bladder,34
2021,Breast,288
2021,Esophagus,22
2021,Liver,18
2021,Prostate,21
2021,Rectum,27
2021,Stomach,6
2020,Bladder,1
2020,Breast,284
2020,Stomach,9
2020,Colon,43
2020,Liver,13
2020,Pancreas,18
2020,Rectum,32
2021,Lung,22
2016,Stomach,13
2016,Rectum,26
2016,Prostate,136
2016,Pancreas,11
2016,Lung,32
2016,Liver,12
2016,Esophagus,12
2016,Colon,50
2016,Breast,285
2016,Brain,41
2016,Bladder,1
2019,Prostate,115
2019,Bladder,9
2019,Esophagus,11
2019,Pancreas,20
2019,Colon,38
2019,Stomach,9
2019,Liver,15
2019,Breast,318
2019,Brain,35
2019,Rectum,33
2019,Lung,39
2014,Brain,34
2014,Breast,308
2014,Colon,60
2014,Esophagus,4
2014,Liver,14
2014,Lung,13
2014,Pancreas,10
2014,Prostate,56
2014,Rectum,13
2014,Stomach,9
2018,Brain,41
2018,Breast,387
2018,Rectum,22
2018,Prostate,134
2018,Esophagus,13
2018,Liver,12
2018,Lung,38
2018,Stomach,5
2018,Colon,62
2018,Pancreas,18
2015,Brain,22
2015,Breast,296
2015,Colon,45
2015,Esophagus,3
2015,Liver,1
2015,Lung,13
2015,Pancreas,12
2015,Prostate,75
2015,Rectum,10
2015,Stomach,9
2013,Brain,30
2013,Breast,335
2013,Colon,60
2013,Esophagus,5
2013,Liver,9
2013,Lung,24
2013,Pancreas,13
2013,Prostate,81
2013,Rectum,11
2013,Stomach,11
2020,Lung,39
2020,Esophagus,7
2020,Prostate,9
2017,Stomach,6
2017,Rectum,22
2017,Prostate,137
2017,Pancreas,7
2017,Lung,31
2017,Liver,8
2017,Esophagus,10
2017,Colon,47
2017,Breast,296
2017,Brain,38
2017,Bladder,3
2021,Breast,372
2020,Brain,44
2021,Bladder,3
2021,Brain,49
2021,Colon,69
2021,Esophagus,9
2021,Liver,8
2021,Pancreas,17
2021,Prostate,7
2021,Rectum,31
2021,Stomach,6
2014,Brain,20
2014,Colon,4
2014,Lung,10
2015,Brain,11
2015,Colon,2
2015,Lung,2
2013,Brain,13
2013,Breast,5
2013,Colon,3
2013,Lung,5
2020,Bladder,33
2020,Colon,49
2020,Breast,209
2020,Esophagus,15
2020,Liver,1
2020,Lung,106
2020,Prostate,28
2020,Rectum,41
2020,Stomach,3
2016,Stomach,4
2016,Rectum,25
2016,Prostate,168
2016,Lung,71
2016,Esophagus,8
2016,Colon,46
2016,Breast,240
2016,Bladder,26
2021,Esophagus,21
2019,Colon,68
2019,Lung,127
2019,Prostate,89
2019,Rectum,34
2019,Stomach,1
2014,Bladder,19
2014,Breast,227
2014,Colon,52
2014,Esophagus,3
2014,Liver,10
2014,Lung,21
2014,Prostate,136
2014,Rectum,21
2014,Stomach,4
2019,Breast,269
2019,Liver,1
2019,Bladder,38
2018,Bladder,36
2018,Breast,247
2018,Colon,50
2018,Esophagus,1
2018,Lung,91
2018,Prostate,31
2018,Rectum,29
2018,Stomach,4
2015,Bladder,19
2015,Breast,185
2015,Colon,35
2015,Esophagus,13
2015,Liver,5
2015,Lung,64
2015,Prostate,109
2015,Rectum,13
2015,Stomach,7
2013,Bladder,21
2013,Breast,242
2013,Colon,50
2013,Esophagus,1
2013,Liver,9
2013,Lung,22
2013,Pancreas,2
2013,Prostate,226
2013,Rectum,18
2013,Stomach,6
2017,Stomach,2
2017,Rectum,24
2017,Prostate,235
2017,Lung,77
2017,Liver,1
2017,Esophagus,9
2017,Colon,52
2017,Breast,247
2017,Bladder,41
2021,Bladder,43
2021,Breast,267
2021,Colon,50
2021,Liver,4
2021,Lung,102
2021,Prostate,6
2021,Rectum,32
2021,Stomach,2
2020,Prostate,3
2020,Colon,12
2020,Rectum,1
2020,Breast,55
2016,Rectum,6
2016,Prostate,16
2016,Pancreas,1
2016,Liver,2
2016,Colon,11
2016,Breast,45
2016,Bladder,1
2019,Breast,49
2019,Prostate,3
2019,Rectum,3
2014,Bladder,2
2014,Breast,40
2014,Colon,14
2014,Prostate,51
2014,Rectum,2
2019,Colon,13
2021,Breast,43
2018,Pancreas,1
2018,Prostate,8
2018,Rectum,4
2018,Liver,1
2018,Colon,9
2018,Breast,43
2015,Bladder,1
2015,Breast,36
2015,Colon,16
2015,Prostate,24
2013,Bladder,2
2013,Breast,24
2013,Colon,14
2013,Prostate,33
2013,Rectum,2
2017,Rectum,4
2017,Prostate,27
2017,Colon,11
2017,Breast,45
2017,Bladder,5
2021,Colon,19
2021,Rectum,1
2020,Breast,9
2020,Colon,3
2020,Prostate,1
2016,Colon,6
2016,Breast,14
2019,Rectum,1
2019,Colon,2
2014,Breast,14
2014,Colon,8
2019,Breast,5
2018,Breast,11
2018,Colon,6
2018,Rectum,2
2015,Breast,6
2015,Colon,5
2013,Breast,8
2013,Colon,4
2013,Rectum,1
2017,Prostate,1
2017,Colon,1
2017,Breast,13
2021,Breast,5
2021,Colon,2
2021,Rectum,1
2020,Breast,7
2020,Colon,2
2020,Prostate,1
2020,Rectum,5
2016,Stomach,1
2016,Rectum,1
2016,Prostate,1
2016,Colon,8
2016,Breast,21
2019,Colon,6
2019,Breast,12
2014,Breast,4
2014,Colon,7
2014,Prostate,1
2018,Stomach,1
2018,Breast,23
2018,Colon,3
2018,Rectum,2
2015,Breast,9
2015,Colon,5
2015,Rectum,1
2013,Breast,1
2013,Colon,2
2013,Rectum,1
2017,Stomach,2
2017,Rectum,3
2017,Colon,6
2017,Breast,16
2021,Breast,3
2021,Colon,8
2021,Rectum,2
2020,Colon,2
2020,Liver,1
2016,Rectum,1
2016,Colon,2
2016,Breast,6
2019,Breast,2
2019,Colon,7
2014,Breast,13
2014,Colon,4
2014,Liver,1
2019,Rectum,3
2018,Colon,1
2015,Breast,7
2015,Colon,3
2013,Breast,13
2013,Colon,1
2017,Rectum,2
2017,Colon,1
2017,Breast,2
2021,Rectum,2
2021,Colon,1
2020,Brain,44
2020,Colon,65
2020,Lung,43
2020,Liver,1
2020,Rectum,29
2020,Esophagus,19
2020,Pancreas,4
2020,Breast,471
2020,Prostate,80
2020,Stomach,20
2016,Stomach,16
2016,Rectum,41
2016,Prostate,188
2016,Pancreas,3
2016,Lung,47
2016,Liver,4
2016,Esophagus,13
2016,Colon,90
2016,Breast,491
2016,Brain,37
2016,Bladder,13
2020,Bladder,14
2019,Lung,49
2019,Brain,47
2019,Liver,2
2019,Prostate,155
2019,Bladder,9
2019,Pancreas,4
2019,Breast,582
2014,Bladder,13
2014,Brain,40
2014,Breast,440
2014,Colon,92
2014,Esophagus,8
2014,Liver,2
2014,Pancreas,4
2014,Prostate,133
2014,Rectum,27
2014,Lung,44
2014,Stomach,7
2021,Liver,1
2018,Breast,491
2018,Esophagus,16
2018,Pancreas,7
2018,Bladder,19
2018,Prostate,195
2018,Stomach,16
2018,Rectum,30
2018,Colon,83
2018,Lung,54
2018,Brain,56
2018,Liver,3
2019,Esophagus,12
2019,Colon,90
2015,Bladder,11
2015,Brain,18
2015,Breast,324
2015,Colon,70
2015,Esophagus,3
2015,Lung,30
2015,Pancreas,2
2015,Rectum,24
2015,Stomach,6
2015,Prostate,134
2013,Bladder,8
2013,Brain,30
2013,Breast,414
2013,Esophagus,10
2013,Colon,105
2013,Liver,3
2013,Lung,51
2013,Prostate,26
2013,Pancreas,2
2013,Rectum,22
2013,Stomach,8
2021,Brain,43
2019,Rectum,36
2019,Stomach,12
2017,Stomach,8
2017,Rectum,50
2017,Prostate,174
2017,Pancreas,2
2017,Lung,44
2017,Liver,4
2017,Esophagus,12
2017,Colon,94
2017,Breast,506
2017,Brain,39
2017,Bladder,13
2021,Bladder,10
2021,Breast,525
2021,Colon,86
2021,Esophagus,7
2021,Pancreas,2
2021,Prostate,14
2021,Rectum,42
2021,Stomach,10
2021,Lung,43
2020,Bladder,27
2020,Breast,191
2020,Colon,45
2020,Esophagus,9
2020,Lung,35
2020,Stomach,10
2020,Pancreas,18
2020,Rectum,38
2016,Stomach,7
2016,Rectum,33
2016,Prostate,105
2016,Pancreas,23
2016,Lung,33
2016,Liver,43
2016,Esophagus,9
2016,Colon,44
2016,Breast,152
2016,Brain,52
2016,Bladder,33
2020,Liver,32
2020,Brain,55
2020,Prostate,64
2019,Bladder,34
2019,Esophagus,8
2019,Pancreas,22
2019,Breast,187
2019,Prostate,102
2019,Brain,77
2019,Liver,35
2019,Stomach,8
2019,Colon,48
2014,Bladder,24
2014,Brain,30
2014,Breast,143
2014,Colon,41
2014,Esophagus,5
2014,Liver,14
2014,Lung,28
2014,Prostate,72
2014,Rectum,24
2014,Stomach,7
2014,Pancreas,13
2018,Brain,58
2018,Bladder,30
2018,Stomach,11
2018,Colon,57
2018,Liver,42
2018,Breast,189
2018,Lung,30
2018,Esophagus,6
2018,Pancreas,10
2018,Rectum,30
2018,Prostate,93
2013,Rectum,14
2013,Liver,27
2013,Bladder,29
2015,Rectum,12
2015,Bladder,21
2015,Brain,41
2013,Brain,34
2015,Breast,100
2015,Colon,30
2015,Esophagus,3
2015,Lung,23
2013,Breast,137
2015,Pancreas,15
2015,Prostate,63
2013,Colon,42
2015,Stomach,5
2015,Liver,18
2013,Esophagus,3
2013,Lung,29
2013,Pancreas,13
2013,Prostate,88
2013,Stomach,4
2019,Lung,50
2017,Stomach,10
2017,Rectum,42
2017,Prostate,119
2017,Pancreas,19
2017,Lung,31
2017,Liver,42
2017,Esophagus,6
2017,Colon,51
2017,Breast,187
2017,Brain,70
2017,Bladder,24
2021,Bladder,22
2021,Esophagus,7
2019,Rectum,41
2021,Brain,64
2021,Breast,189
2021,Colon,56
2021,Liver,40
2021,Lung,49
2021,Pancreas,15
2021,Prostate,59
2021,Rectum,54
2021,Stomach,16
2021,Breast,111
2019,Colon,38
2020,Brain,14
2020,Colon,24
2020,Lung,2
2020,Prostate,17
2020,Rectum,11
2020,Stomach,1
2020,Pancreas,2
2019,Liver,3
2016,Stomach,2
2016,Rectum,11
2016,Prostate,12
2016,Pancreas,1
2016,Lung,5
2016,Liver,3
2016,Colon,30
2016,Breast,91
2016,Brain,4
2016,Bladder,2
2021,Prostate,15
2020,Breast,110
2019,Breast,117
2019,Brain,17
2019,Lung,1
2019,Prostate,15
2019,Pancreas,1
2019,Rectum,13
2019,Stomach,3
2014,Bladder,9
2014,Brain,5
2014,Prostate,27
2014,Breast,119
2014,Colon,42
2014,Lung,6
2014,Rectum,5
2014,Stomach,4
2018,Liver,1
2018,Bladder,1
2018,Rectum,14
2018,Lung,4
2018,Brain,11
2018,Colon,41
2018,Prostate,18
2018,Stomach,2
2018,Breast,116
2013,Bladder,5
2013,Brain,2
2013,Breast,102
2013,Colon,45
2013,Lung,10
2013,Prostate,20
2013,Rectum,14
2013,Stomach,5
2015,Bladder,2
2015,Brain,3
2015,Breast,83
2015,Colon,21
2015,Liver,1
2015,Lung,2
2015,Prostate,35
2015,Rectum,5
2017,Stomach,5
2017,Rectum,8
2017,Prostate,12
2017,Lung,1
2017,Liver,3
2017,Colon,26
2017,Breast,79
2017,Brain,4
2017,Bladder,1
2020,Bladder,2
2021,Bladder,3
2021,Brain,11
2021,Colon,31
2021,Liver,1
2021,Lung,4
2021,Rectum,12
2021,Stomach,2
2021,Pancreas,1
2021,Colon,44
2020,Lung,13
2020,Brain,7
2020,Stomach,4
2020,Colon,40
2020,Liver,4
2020,Pancreas,2
2020,Prostate,33
2020,Rectum,16
2016,Stomach,10
2016,Rectum,14
2016,Prostate,18
2016,Pancreas,3
2016,Lung,27
2016,Liver,2
2016,Colon,46
2016,Breast,148
2016,Brain,14
2021,Pancreas,3
2019,Liver,4
2019,Rectum,16
2019,Colon,37
2019,Pancreas,3
2019,Breast,227
2019,Lung,12
2019,Prostate,29
2019,Stomach,10
2019,Brain,11
2014,Prostate,20
2014,Breast,128
2014,Brain,11
2014,Colon,34
2014,Lung,13
2014,Pancreas,1
2014,Rectum,8
2014,Stomach,3
2020,Breast,209
2019,Esophagus,2
2018,Colon,59
2018,Brain,10
2018,Breast,146
2018,Liver,3
2018,Stomach,7
2018,Lung,17
2018,Prostate,31
2018,Rectum,11
2018,Bladder,1
2013,Rectum,17
2013,Colon,47
2013,Brain,8
2013,Breast,121
2013,Liver,1
2013,Lung,17
2013,Prostate,37
2013,Stomach,8
2015,Rectum,5
2015,Breast,114
2015,Brain,9
2015,Colon,38
2015,Lung,11
2015,Prostate,11
2015,Stomach,1
2017,Stomach,6
2017,Rectum,17
2017,Prostate,21
2017,Lung,17
2017,Liver,2
2017,Colon,55
2017,Breast,122
2017,Brain,14
2021,Breast,173
2021,Bladder,1
2021,Brain,22
2021,Liver,6
2021,Lung,7
2021,Prostate,28
2021,Rectum,20
2021,Stomach,7
2020,Breast,15
2020,Colon,3
2020,Liver,1
2020,Rectum,4
2016,Stomach,1
2016,Rectum,4
2016,Colon,5
2016,Breast,23
2019,Rectum,3
2019,Liver,1
2019,Colon,9
2019,Prostate,1
2014,Breast,30
2014,Colon,7
2014,Liver,1
2014,Rectum,5
2019,Breast,18
2021,Breast,20
2018,Colon,6
2018,Liver,1
2018,Breast,24
2018,Rectum,3
2013,Breast,29
2013,Colon,6
2013,Rectum,2
2013,Stomach,1
2015,Breast,19
2015,Colon,8
2015,Rectum,1
2015,Stomach,1
2017,Stomach,1
2017,Rectum,3
2017,Liver,1
2017,Colon,5
2017,Breast,15
2021,Colon,5
2021,Rectum,5
2021,Stomach,1
2020,Bladder,9
2020,Brain,5
2020,Breast,75
2020,Colon,19
2020,Liver,1
2020,Lung,6
2020,Prostate,77
2020,Stomach,3
2016,Stomach,2
2016,Rectum,16
2016,Prostate,116
2016,Pancreas,3
2016,Lung,9
2016,Liver,2
2016,Colon,29
2016,Breast,73
2016,Brain,7
2016,Bladder,4
2019,Stomach,4
2019,Brain,5
2019,Lung,15
2019,Breast,66
2019,Bladder,8
2019,Colon,27
2019,Pancreas,1
2014,Breast,61
2019,Prostate,116
2014,Colon,26
2014,Liver,3
2014,Lung,20
2014,Prostate,83
2014,Rectum,6
2014,Stomach,5
2019,Rectum,12
2018,Colon,24
2018,Lung,8
2018,Stomach,2
2018,Breast,83
2018,Brain,10
2018,Rectum,17
2018,Prostate,96
2018,Bladder,1
2018,Liver,1
2020,Esophagus,1
2020,Rectum,9
2014,Brain,5
2013,Bladder,2
2013,Brain,9
2013,Breast,77
2013,Lung,13
2013,Colon,13
2013,Prostate,62
2013,Rectum,8
2013,Stomach,1
2015,Bladder,3
2015,Brain,3
2015,Breast,44
2015,Colon,27
2015,Lung,9
2015,Prostate,78
2015,Rectum,10
2015,Stomach,2
2015,Liver,1
2021,Brain,13
2014,Bladder,7
2017,Stomach,3
2017,Rectum,9
2017,Prostate,125
2017,Pancreas,1
2017,Lung,7
2017,Liver,3
2017,Colon,26
2017,Breast,83
2017,Brain,11
2017,Bladder,7
2019,Liver,3
2021,Bladder,7
2021,Breast,72
2021,Colon,23
2021,Lung,3
2021,Pancreas,1
2021,Prostate,85
2021,Rectum,22
2021,Stomach,2
2021,Breast,48
2014,Liver,2
2014,Rectum,6
2020,Breast,43
2020,Colon,19
2020,Liver,3
2020,Prostate,12
2020,Rectum,7
2020,Stomach,1
2014,Colon,26
2019,Lung,3
2016,Rectum,8
2016,Prostate,16
2016,Lung,4
2016,Liver,1
2016,Colon,21
2016,Breast,51
2016,Bladder,1
2021,Liver,1
2014,Prostate,14
2019,Breast,48
2014,Breast,54
2014,Lung,6
2019,Pancreas,1
2019,Colon,29
2019,Prostate,8
2019,Rectum,4
2019,Stomach,1
2018,Breast,35
2018,Prostate,19
2018,Rectum,10
2018,Lung,6
2018,Colon,12
2013,Prostate,42
2013,Bladder,1
2013,Breast,59
2013,Colon,36
2013,Lung,10
2013,Rectum,6
2015,Lung,9
2015,Bladder,2
2015,Breast,43
2015,Colon,18
2015,Prostate,11
2015,Rectum,5
2017,Stomach,2
2017,Rectum,9
2017,Prostate,16
2017,Lung,4
2017,Liver,1
2017,Colon,25
2017,Breast,49
2017,Bladder,2
2014,Stomach,1
2021,Colon,20
2021,Prostate,13
2021,Rectum,5
2021,Breast,23
2020,Breast,30
2020,Colon,4
2020,Liver,1
2020,Rectum,3
2016,Rectum,2
2016,Colon,14
2016,Breast,28
2014,Rectum,1
2014,Colon,14
2014,Breast,29
2019,Stomach,1
2019,Breast,35
2019,Colon,4
2019,Rectum,3
2018,Prostate,2
2018,Rectum,1
2018,Breast,40
2018,Colon,11
2013,Breast,49
2013,Colon,11
2013,Rectum,5
2013,Stomach,1
2015,Breast,11
2015,Colon,13
2015,Rectum,2
2020,Bladder,1
2017,Rectum,5
2017,Colon,11
2017,Breast,33
2021,Colon,6
2021,Liver,1
2021,Prostate,1
2021,Rectum,1
2021,Stomach,1
2016,Rectum,1
2016,Breast,1
2019,Breast,1
2018,Rectum,1
2020,Colon,2
2014,Colon,4
2014,Rectum,1
2019,Colon,1
2019,Liver,1
2018,Colon,2
2018,Liver,1
2013,Breast,2
2013,Colon,7
2015,Breast,2
2015,Colon,2
2017,Colon,1
2021,Colon,2
2020,Breast,10
2020,Colon,15
2020,Liver,1
2020,Prostate,4
2020,Rectum,6
2016,Stomach,1
2016,Rectum,2
2016,Prostate,30
2016,Lung,2
2016,Liver,1
2016,Colon,5
2016,Breast,10
2016,Bladder,2
2021,Breast,9
2014,Colon,11
2014,Prostate,26
2019,Bladder,1
2019,Breast,9
2019,Prostate,4
2019,Rectum,4
2019,Colon,11
2019,Esophagus,1
2014,Rectum,1
2014,Lung,3
2014,Breast,6
2018,Breast,12
2018,Bladder,1
2018,Colon,7
2018,Lung,1
2018,Prostate,13
2018,Stomach,1
2018,Rectum,2
2013,Breast,13
2013,Colon,14
2013,Lung,1
2013,Prostate,14
2013,Rectum,2
2015,Bladder,1
2015,Breast,3
2015,Colon,5
2015,Lung,1
